nama,rating,waktu,ulasan
Pengguna Google,1,2021-07-26 13:12:19,"Install hanya karena katax dapat undian dri website, tapi manaa? Tidak tertarik belanja d'aplikasi ini....."
Pengguna Google,1,2022-06-27 15:54:55,"Gak ada alasan jelas, upload produk disangka penipuan dan pelanggaran, padahal banyak yang upload barang serupa."
Pengguna Google,5,2022-02-02 05:05:37,bagus sekali
Pengguna Google,1,2022-12-19 06:17:50,Tidk bisa instal
Pengguna Google,1,2024-02-03 10:32:41,"Mau kasih ulasan/komplen barang aja GK bisa, udah gitu disebut melanggar s&k..... Parah..... Ternyata lebih enak belanja di sebelah...."
Pengguna Google,1,2022-06-29 09:46:13,Mana barang saya kembalikan uang saya
Pengguna Google,5,2024-07-18 13:39:46,semua ada di si ijo
Pengguna Google,5,2021-05-21 09:40:42,Mencoba jdi reseler
Pengguna Google,5,2022-02-25 05:36:28,Mantap
Pengguna Google,5,2024-04-06 07:23:25,"beli emas via Tokopedia, ga ribet, mulai 5 rb"
Pengguna Google,5,2021-07-02 02:17:25,pelayanannya ditingkatkan kembali
Pengguna Google,5,2021-06-19 10:28:03,Aplikasi bagus
Pengguna Google,5,2022-05-13 05:47:11,Aku seneng sekali dengan apk ini💘pertama belanja beli apa²dapet Rp 0 makasih toko pedia❤️❤️
Pengguna Google,3,2023-11-18 07:50:54,baru pertama kali belanja ksh sgtu dlu.. klo bagus tr tmbah lagi..
Pengguna Google,5,2024-01-12 01:58:29,puas
Pengguna Google,2,2022-05-21 16:37:47,Update mentok 95% ga selesai2. Hmmmmm.....
Pengguna Google,5,2021-11-04 10:34:02,sangat baik
Pengguna Google,5,2021-12-07 22:15:17,saya suka toped krn barang kebanyakan barang realpict n harga cukup murah
Pengguna Google,5,2021-12-06 15:33:29,sangat membantu dlm menemukan barang yg yg diinginkan
Pengguna Google,4,2022-07-02 03:02:50,lebih mudah untuk bertransaksi
Pengguna Google,1,2022-10-09 11:53:21,Fitur video iklan otomatis cukup mengganggu. Apalagi kalo lagi putar musik.
Pengguna Google,5,2021-04-06 00:01:43,"Aplikasi keren, bs membantu untuk prapekerja"
Pengguna Google,1,2021-09-13 02:07:45,MAKSA UPDATE
Pengguna Google,1,2021-06-12 00:41:29,Bad app. Ga bisa login dong. Parah.
Pengguna Google,4,2021-05-01 15:55:17,tokopedia sangat mudah dalam memenuhi kebutuhan anda
Pengguna Google,5,2022-10-16 23:14:04,sangat membantu trimakasih
Pengguna Google,5,2024-05-04 09:41:54,proses nya cepat
Pengguna Google,1,2023-12-11 13:05:39,"Ribet ternyata belanja disini, baru co transaksi dibatalkan oleh sistem tanpa tau penyebabnya, padahal baru bikin akun & belum pernah belanja sama sekali, aneh ‼️"
Pengguna Google,5,2022-08-30 13:14:46,toko pedia memang pilihan kel.warga kecil sy apah bila belanja online dan bayar di tempat top marotop dah
Pengguna Google,5,2021-08-31 20:27:39,Good
Pengguna Google,5,2022-10-10 06:28:35,Bagus
Pengguna Google,5,2021-09-18 09:46:02,Cepet dong
Pengguna Google,5,2022-08-09 16:39:33,cepat tanggap
Pengguna Google,1,2023-11-27 00:34:51,Lamaa amat untuk melihat metode pembayaran juga tolong lah udate lagi yg benarr biar yg lainn puass belanjanya di toko ini🙏😡😡
Pengguna Google,5,2021-10-13 09:35:14,Mantap
Pengguna Google,5,2023-03-14 11:06:22,Mantap dahh
Pengguna Google,1,2022-12-20 16:09:06,"Pelayanan Tokopedia selaku penengah dalam mengambil keputusan antara penjual dan pembeli terbilang buruk. Ketika pembeli telah memberikan bukti dan mengajukan permohonan tokpedia hanya akan membalas laporan kita dengan tulisan template ""kita akan bantu memaksimalkan"" dan itu hanya kata2 manis saja tanpa adanya tindakan nyata. Bahkan penawaran di Tokopedia juga dalam kurun waktu ini tidak menarik. Saatnya bersihkan penyimpanan HP uninstall Tokopedia itu yg terlintas dipikiran saya."
Pengguna Google,5,2021-10-17 14:27:51,Aplikasi belanja ini sangat bagus saya suka
Pengguna Google,5,2023-04-01 23:32:37,sangat menarik
Pengguna Google,5,2021-11-22 03:40:07,𝙗𝙖𝙜𝙪𝙨 𝙗𝙖𝙣𝙜𝙚𝙩 𝙗𝙪𝙖𝙩 𝙩𝙤𝙥 𝙪𝙥 𝙚 𝙢𝙤𝙣𝙚𝙮
Pengguna Google,1,2022-09-29 00:04:20,sekarang ada biaya aplikasi..
Pengguna Google,1,2022-12-25 01:02:03,"Kembalikan toko pedia yang dulu,kalo mau dapet cash back ga boleh pake gopay coin"
Pengguna Google,5,2022-01-20 13:07:58,Siiiip....
Pengguna Google,5,2021-03-31 06:23:19,sangat membantu bagi saya
Pengguna Google,5,2021-08-28 15:28:25,mantap
Pengguna Google,5,2021-07-01 14:03:33,Aku belum tau cara smbil hadiah nyaaaa😁😁😁😁
Pengguna Google,5,2021-12-01 11:35:27,tokopedia emang paling di awal🥰🥰🥰🥰🥰😘😘😘😘😘🤩🤩🤩🤩🤩😍😍😍😍😍
Pengguna Google,5,2021-11-25 10:07:36,ok
Pengguna Google,5,2023-10-03 18:23:34,Ok
Pengguna Google,5,2021-10-31 02:28:18,like
Pengguna Google,5,2022-08-09 10:13:52,"Dari pada lazada yang pelit voucher,mending Tokopedia yang baik banget"
Pengguna Google,5,2021-04-16 20:32:09,Makasi
Pengguna Google,5,2023-04-03 13:13:03,dabesto
Pengguna Google,5,2021-11-26 04:10:25,keren
Pengguna Google,5,2022-02-21 03:33:18,Susah bener di update. Apa harus ganti lazada aja yaa
Pengguna Google,5,2022-09-11 00:20:13,mantap
Pengguna Google,5,2022-01-26 14:36:04,sangat baik poll
Pengguna Google,5,2022-09-27 18:49:57,mantap
Pengguna Google,5,2021-03-31 16:41:41,mantap betul semua ada semua bisa di tokopedia
Pengguna Google,1,2021-03-28 10:38:29,"Parah, tanpa alasan yg jelas pesanan di batalkan otomatis, mohon di perbaiki LG."
Pengguna Google,5,2021-04-01 06:44:11,bagus sekali
Pengguna Google,5,2021-03-24 23:26:37,sangat baik
Pengguna Google,5,2021-11-28 17:27:09,mantap
Pengguna Google,3,2022-02-12 07:41:30,"Kak kenapa pas aku pakai voucher pengguna baru... Udah di cek out pesanan dibatalkan otomatis , pesanan melanggar T&C maksudnya gimana ya?"
Pengguna Google,5,2022-04-13 11:44:35,top banget
Pengguna Google,5,2024-04-03 02:48:23,sangat membantu
Pengguna Google,5,2021-12-11 14:02:12,mantapp
Pengguna Google,5,2021-03-31 14:44:17,"Terima kasih tokopedia saya bisa membeli pelatihan prakerja dengan mudah, dan materi yang di beri mudah dipahami dan d mengerti. Semoga tokopedia sukses selalu"
Pengguna Google,5,2021-11-09 09:35:35,jos
Pengguna Google,5,2022-06-18 15:25:25,"oke banget pokoknyaa tokped, suka ada vc diskon jd bikin harga lebih murah, sicepatnya juga bisa COD dan ga banyak lemot kek apk sebelah wkw, cuma minusnya kurang banyak barang yg dijual di tokped (jarang hanya beberapa)"
Pengguna Google,1,2021-09-05 12:44:34,Note
Pengguna Google,5,2022-07-21 06:22:44,terimaksih banyak
Pengguna Google,5,2021-12-07 20:49:23,Cepat n puas pelayanannya
Pengguna Google,5,2021-05-25 06:42:04,baik bagusss
Pengguna Google,1,2021-11-16 12:57:16,apliksi lo muncul trus
Pengguna Google,2,2021-07-18 03:17:34,Sy dapat iPhone tapi sy bingung cara ngambil nya gmna
Pengguna Google,5,2021-12-18 02:19:02,Terima kasih tokopedia terkendala kami sudah teratasi... Mantap sukses selalu..
Pengguna Google,5,2021-12-12 11:08:09,Tokopedia siip... Banyak hadiahnya
Pengguna Google,1,2022-08-04 04:49:49,"Sangat"" kecewa,paket sudah dibayar lewat alfa tapi tiba"" dibatalkan berkali"" tanpa sebab oleh pihak tokped"
Pengguna Google,5,2021-03-24 22:24:16,mantap
Pengguna Google,5,2022-01-09 14:19:36,bsgus
Pengguna Google,5,2024-06-03 10:13:27,bagus...
Pengguna Google,5,2023-04-03 06:17:49,good job
Pengguna Google,5,2021-10-15 07:39:08,mantab
Pengguna Google,5,2021-04-11 12:56:31,bagus
Pengguna Google,2,2021-08-31 22:23:43,kemahalan
Pengguna Google,5,2021-09-06 09:25:29,Sangat membantu
Pengguna Google,3,2021-05-12 14:32:05,👍
Pengguna Google,5,2022-06-06 05:54:44,pelayan bagus chat respon dgn sigap terima kasih ka2
Pengguna Google,3,2021-07-10 03:25:17,Lumayan bikin terkejut
Pengguna Google,1,2021-10-04 10:46:40,Kok gakbisa pakai gopay pembayaranya
Pengguna Google,5,2021-08-23 00:51:12,mantapp
Pengguna Google,5,2024-03-25 08:46:51,Penanganan untuk komplain pelanggan cukup memuaskan
Pengguna Google,5,2022-04-26 12:48:23,👍
Pengguna Google,5,2021-12-01 16:35:59,good
Pengguna Google,1,2022-02-02 12:54:17,Lelet
Pengguna Google,5,2021-07-03 01:58:00,Tokopedia terbaik
Pengguna Google,5,2021-04-22 15:29:29,semangat
Pengguna Google,5,2021-12-09 12:39:52,good job
Pengguna Google,1,2023-10-25 04:56:05,"aplikasi yg merepotkan. mau update aja harus install ulang. sebaiknya ga usah sering2 update kalo tiap update bermasalah terus. UInya juga ga enak Dimata, ribet, lebih enak UInya yg dulu. urusan hapus barang dan wishlist juga makin ribet alias suka terhapus otomatis. potongan admin power merchantnya juga gede dan bikin manyun. mungkin emang udah saatnya say goodbye dg toko ijo alias pindah ke sebelah yg lebih ramah ke seller dan buyer"
Pengguna Google,4,2021-05-19 04:57:32,keren banget
Pengguna Google,5,2022-01-30 10:15:10,bagus banget aplikasi ini
Pengguna Google,5,2022-07-17 12:36:53,good
Pengguna Google,5,2022-02-21 19:43:21,Tokopedia the best dah pokoknya mah
Pengguna Google,5,2022-10-17 07:06:59,ok
Pengguna Google,3,2021-05-24 18:38:07,Saya suka saya berharap bisa
Pengguna Google,5,2021-09-25 14:06:30,mantap
Pengguna Google,5,2022-01-26 06:55:00,3 dulu.
Pengguna Google,1,2021-05-05 04:21:36,gak seru sih
Pengguna Google,5,2021-07-07 22:13:59,Terima barang nya gratis😍😍😍😍
Pengguna Google,5,2022-06-14 09:30:32,Selalu puas dengan tokopedia
Pengguna Google,1,2023-04-08 13:25:38,"Parah banget sekarang Tokped, Subsidi Ongkir DT Makin Kecil aja, kecewa dan sedih sih ga bisa kirim kirim barang ke kampung sekarang."
Pengguna Google,5,2021-04-07 16:19:42,"Mantap, luar biasa"
Pengguna Google,1,2021-12-13 15:50:13,"Jam 22:00 saya install jam 22:10 minta di update, gak ada cara lain aplikasi cari untung..?"
Pengguna Google,5,2021-11-05 04:37:41,Tokopedia bisa isi diamond ff loh
Pengguna Google,3,2022-02-16 01:08:42,. The k
Pengguna Google,5,2021-04-13 00:07:04,Jos Mantul #ntaps
Pengguna Google,5,2022-01-17 11:12:02,"TOKPED FAFORITTT BANGETT SEKARANGGG BENER' THE BEST,UDH GAMPANG,SIMPLE,BANYAK PROMO, SUKA SEKALIII"
Pengguna Google,5,2021-12-30 11:14:32,Bagus banget aplikasiya
Pengguna Google,5,2021-03-26 20:16:22,Terbaik
Pengguna Google,1,2021-07-20 23:46:26,"Saya Tidak suka menggunakan Tokopedia karena belanja saya beberapakali DIBATALKAN SEPIHAK oleh pihak Tokopedia dengan alasan saya ada indikasi curang. Padahal saya tidak pernah melakukan kecurangan apapun. Belanja TIDAK NYAMAN di Tokopedia, jadi saya pindah ke SHOPEE aja."
Pengguna Google,5,2023-01-14 22:23:17,Ok
Pengguna Google,5,2022-01-03 08:32:25,bagus untuk pengguna baru👍🏻👍🏻
Pengguna Google,4,2021-12-20 01:40:09,promonya dibanyakin biar makin banyak pelanggannya ya toped. bintang 4 dulu soalnya baru instal dan alhamdulillah dapat hadiah Rp. 0
Pengguna Google,5,2024-03-31 11:48:14,sipp..okee
Pengguna Google,1,2023-12-22 06:47:13,Ngeleg
Pengguna Google,5,2023-03-25 15:24:44,"Belanja terlengkap dan amanah tokonya,bagus tokopedia pertahan terus dan sukses selalu.."
Pengguna Google,5,2021-12-28 12:50:58,👍
Pengguna Google,5,2021-11-10 21:37:48,Mantul
Pengguna Google,5,2022-05-17 04:19:24,Bagus
Pengguna Google,1,2021-07-06 03:40:46,RIBET BGT ASLI..
Pengguna Google,5,2022-05-12 13:49:04,sangat baik
Pengguna Google,5,2022-01-15 07:57:26,Sangat bagus
Pengguna Google,1,2022-09-21 14:42:29,pengiriman Yang cepat tepat akurat
Pengguna Google,5,2023-04-07 03:32:39,dari kemaren nyari apk ol shop yang enak ini doang kali yang dapet
Pengguna Google,5,2021-12-09 00:00:24,Baik
Pengguna Google,5,2021-08-26 03:23:55,"Good, memudahkan belanja dimanapun dan kapanpun"
Pengguna Google,1,2021-04-22 04:27:12,Jelek kali saya pesan tapi gak di antar
Pengguna Google,5,2023-04-02 23:29:58,selalu puas belanja disini
Pengguna Google,5,2021-12-09 14:11:27,aaaa luv
Pengguna Google,1,2021-08-18 01:18:30,Nginstal nya kok lama Padahal sinyal gw kuat
Pengguna Google,5,2021-03-26 04:29:20,"Saya peserta kartu prakerja gelombang 15 beli melalui tokopedia,transaksi lancar terima kasih tokopedia,mudah2an sertifikat nya cepet keluar d dashboard ya...sukses buat tokopedia"
Pengguna Google,4,2021-05-16 06:32:55,Saya tidak terlalu percaya dgn hal seperti ini apa mungkin kita dapat voucer hadiah..yg benar aja..caranya bagaimana
Pengguna Google,5,2022-05-05 14:20:33,uwaw
Pengguna Google,5,2023-12-13 15:48:54,reponsip lagi
Pengguna Google,5,2024-03-17 12:11:30,nice
Pengguna Google,5,2021-04-28 21:55:23,oke
Pengguna Google,5,2021-08-04 04:57:00,Belanja di tokopedia memang OK😊
Pengguna Google,4,2021-12-04 03:36:33,jossss
Pengguna Google,5,2022-03-01 11:34:45,Mantapp slurrr
Pengguna Google,5,2023-03-21 05:59:20,Woi Tokopedia hapus aja tu ekspedisi anteraja nyusahin udah seminggu lebih barang masih stuck trus Nyusahin pembeli aja
Pengguna Google,1,2021-11-20 03:45:18,"Aplikasi gak jelas,,,, saya isi E-Money di Tokopedia malah gak bisa update saldo. Padahal saya sudah melakukan pembayaran dan nomor kartu sudah sesuai."
Pengguna Google,5,2021-05-31 14:57:07,👍👍👍👍
Pengguna Google,1,2023-09-01 06:58:37,Update HARUS MAKSA YA? GAK UPDATE GAK BISA PAKE. BENER BENER PRODUK INDONESIA 👎
Pengguna Google,5,2021-04-21 19:35:54,Mohon imf yg falit bos
Pengguna Google,5,2021-06-29 14:33:21,mudah di akses
Pengguna Google,4,2021-10-24 00:32:35,wait
Pengguna Google,5,2021-10-09 16:15:20,"Lumayan bagus lah,bisa nyari barang sama akun FreeFire"
Pengguna Google,4,2021-07-06 04:10:15,Siiif barang2 nya mantuul
Pengguna Google,5,2022-07-23 17:30:34,bagus
Pengguna Google,5,2021-04-10 02:56:00,Saya suka dengan aplikasi ini
Pengguna Google,1,2024-02-03 09:17:12,Hati2 klo beli di aplikasi ini untuk komplain barang hilang di pengiriman sangat lama sampai berminggu minggu gak ada kejelasan selesai sampai timbul tagihan paylater padahal jelas barang belum diterima pembeli dan dalam proses komplain. Gak ada solusinya cuma Robot yang jawab.
Pengguna Google,5,2021-12-10 05:47:48,top lah
Pengguna Google,5,2023-06-11 12:13:38,keren
Pengguna Google,5,2023-04-17 06:53:05,"suka,,,lumayan"
Pengguna Google,5,2022-05-06 07:26:45,good
Pengguna Google,5,2022-02-22 10:37:46,bisa satu payment dgn gojek
Pengguna Google,5,2022-03-07 00:21:53,"Toko pedia keren, brgnya bagus2"
Pengguna Google,5,2021-11-18 05:04:59,terima kasih
Pengguna Google,5,2022-05-17 04:59:48,"Hi tokopedia aplikasi termurah dan kurirnya pun ramah,juga pengirimannya pun cuma nyampe 3hari atau gak 4 hari doang jadi aplikasi tokopedia yang paling mantap deh pokoknya.... Sukses selalu tokopedia♡♡"
Pengguna Google,2,2021-05-08 03:59:15,Baru mau coba
Pengguna Google,5,2021-07-12 14:04:39,good
Pengguna Google,1,2022-09-04 05:07:42,mantap
Pengguna Google,1,2022-03-12 07:17:30,"Sudah di bayar dan saldo kepotong, tapi tidak di konfirmasi, hub cs suruh nunggu 1x24jam padahal sudah kasih bukti pembayaran yg di minta, hadeh parah parah, coba tau begini ga akan saya beli market ini, biasa saya beli di market sebelah ga ada masalah, eh coba beli di toko ini malah dapat masalah wkwk. Balik lagi ke market sebelah dah, mudahan aja saldo saya di balikin, saya liat ulasan sebelum nya ada yg ga di balikin saldo nya wkwkwk menyedihkan"
Pengguna Google,1,2021-08-25 13:38:01,"?????payahhh betullllll masa gak bisa klaim voucer kilat ,,"
Pengguna Google,3,2022-08-06 05:39:28,"Tokped banyak bngt kekurangan - Seler selalu slow respon, sekalinya respon jutek nya mnta ampun -Pengiriman lamaaa banget padahal same day -pengiriman instan pun lama psen pagi sampe sore -kurir banyak ngeluh gatau jalan, padahal udh jelas banget alamatnya. -minta bantuan ke pihak CS ga ada solusi -Kalo bisa nomor hp kurir di cantumkan biar bisa di hubungin"
Pengguna Google,5,2022-07-23 06:50:30,mantap kali Tokopedia..
Pengguna Google,5,2021-04-15 05:00:48,Best
Pengguna Google,5,2022-04-25 11:53:29,Pengiriman nya mantap gercep
Pengguna Google,1,2021-05-01 04:39:07,"Kenapa gk bisa d update, udah update dr hari selasa masih loading trs.. Mana ada pesenan gk bisa ngecek udah d kirim atau d batalkan soalnya udah seminggu gk nyampe2😭"
Pengguna Google,5,2023-04-17 05:57:22,ok baik
Pengguna Google,5,2021-06-01 01:19:39,Ok
Pengguna Google,1,2023-04-03 04:52:26,Tokopedia tidak fropsianal menyebalkan tidak melindungi konsumen. Sllu melindungi kurir yg ga bener
Pengguna Google,1,2021-05-26 03:23:33,Moga makin Amanah
Pengguna Google,5,2021-09-23 03:34:47,layanan sangat bagus dan cepat
Pengguna Google,5,2021-08-13 09:44:34,Bagus
Pengguna Google,5,2021-07-19 21:47:13,Terima kasih tokopesia
Pengguna Google,4,2021-06-27 14:21:16,Ni bener / gk ch 😃
Pengguna Google,5,2021-04-25 20:38:50,Harmen pyakumbuh. Sumbar. Eza salon limbanang. Kcmatan. Suliki.
Pengguna Google,5,2022-01-19 22:32:24,Mantap ayo belanja lewat Tokopedia.
Pengguna Google,1,2021-04-02 03:12:52,Toko pedia melakukan Berbagai macam cara supaya kita bisa download aplikasi ini.
Pengguna Google,5,2021-11-26 02:21:11,Mantap
Pengguna Google,4,2021-03-28 01:55:16,Mantap n ok !
Pengguna Google,5,2021-07-31 10:43:06,Bgus
Pengguna Google,5,2021-11-13 03:01:53,top
Pengguna Google,5,2021-10-02 00:12:25,toko pedia mantap
Pengguna Google,4,2023-12-14 04:11:48,"Karna pihak tokped gercep, aku ubah dari bintang 2 ke 4 karna sebelmnya ada masalah soal pengiriman makanan basah yg lama bgt trs langsung ada penanganan pihak tokped yg gercep dan bertanggung jwb, juga dari segi bayar tagihan kek pajak pbb sama listrik gak ruwet UInya..4 dulu ya"
Pengguna Google,4,2021-04-03 06:52:41,Sanat memudahkan belanja apa saja
Pengguna Google,1,2021-08-01 10:58:26,Kosaya download nya ga bisa ya padahal Kuta saya ful gimana nih ya
Pengguna Google,4,2023-10-07 10:16:56,"Bintang 4 setara lah buat apl lemot😂. Kadang ngelag, mungkin hape gw yang harus di uptade pake hape yang harganya 600juta.Wkwkwkwk..aplikasi buat orang kaya ini mah kek nya. Hape kentang mah bisa keluar usus🤣🤣"
Pengguna Google,5,2021-04-07 06:48:37,mantap
Pengguna Google,5,2022-02-24 18:33:45,ok
Pengguna Google,5,2021-07-15 04:34:04,tokopedia memang mantul kawan
Pengguna Google,5,2022-07-29 00:37:45,mantap
Pengguna Google,1,2024-04-15 13:46:02,Gak jual Vape
Pengguna Google,5,2021-09-30 12:39:11,ok
Pengguna Google,5,2021-11-02 14:55:22,nice
Pengguna Google,1,2022-05-19 09:19:38,Terlalu banyak iklan. Sangat mengganggu
Pengguna Google,5,2023-01-03 11:52:33,sangat cepat proses nya 👍
Pengguna Google,5,2022-04-02 00:29:16,simple
Pengguna Google,5,2021-04-30 15:15:47,👍top markotop
Pengguna Google,5,2021-09-11 02:57:58,Saya ingin berterimakasih kepada Tokopedia yg sudah menyediakan pelatihan yg sangat bagus dan dapat mudah dimengerti sangat menambah wawasan untuk kedepannya terimakasih
Pengguna Google,5,2024-06-14 13:13:52,"Sebagai penjual, Market place ini paling bagus di antara yang lain. Menu dan fitur mudah di pahami pusat resolusi juga fair namun masih banyak pembeli keberatan dengan ongkos kirim yang masih cukup tinggi di banding dengan yang lain. Padahal sudah gandeng Go-Jek. Tolong segera di perbaiki layanan gratis ongkir.."
Pengguna Google,5,2021-03-31 15:02:01,bagus sangat membantu prakerja
Pengguna Google,1,2021-10-20 01:53:40,JELEK BANGET.. TIDAK BISA MELAKUKAN PEMBELIAN KARENA KESAMAAN IDENTITAS.. TERUS HARUS NUNGGU REFUND PERSETUJUAN DARI BANK.. RIBETTT.. TERUS COBA PAKAI AKUN ORG LAIN SATU RUMAH TETAP AJA ENGGAK BISA..
Pengguna Google,5,2023-12-18 12:02:18,Mantaappp updatenya
Pengguna Google,1,2024-05-25 13:35:47,"Tolong dong tokped hapus aja kerjasama dengan expedisi id express untuk pengiriman bebas ongkirnya, mereka kerja gak becus.. masa pengiriman dalam kota lebih dari 2 Minggu tidak sampai... Kalau begini terus bisa2 banyak pelanggan yg kabur dari tokped"
Pengguna Google,5,2021-07-16 04:48:48,sukses selalu tokopedia
Pengguna Google,5,2023-10-10 10:12:07,tingkatkan segalanya biar customer puas
Pengguna Google,5,2022-01-07 11:10:16,"trmksh tokped,, bnyak gratis ongkir & diskonnya"
Pengguna Google,5,2021-09-12 01:02:39,oke lah
Pengguna Google,5,2021-06-18 17:33:38,Mantap lah untuk belanja online
Pengguna Google,5,2022-01-04 18:06:41,terima kasih Tokopedia
Pengguna Google,5,2021-06-27 12:45:59,Baguus
Pengguna Google,5,2021-05-24 16:08:08,SEMOGA TOKO PEDIA BERTAMBAH JAYA.. BERMANFAAT SANGAT TOKO PEDIA.. APLIKASINYA BAROKAH SANGAT.. TERIMA KASIH TOKO PEDIA
Pengguna Google,5,2021-10-07 03:53:22,oke bagus smga bisa berhasill
Pengguna Google,5,2021-08-09 13:17:22,Terima kasih
Pengguna Google,1,2022-05-26 09:34:04,"Sangat mengecewakan , biasanya penarikan dana cepet ini udah 2 hari malah di tahan terus ..."
Pengguna Google,5,2024-01-27 14:38:21,Banyak promo menarik dan voucher potongan harga
Pengguna Google,5,2023-08-14 04:34:24,good
Pengguna Google,1,2023-05-12 17:35:12,"Tokped ini tidak fair, mau komplain aja dipersulit,pembaruan halaman terus, mau minta pengembalian dana diribetin,mihak yang punya toko aja... Konsumen gak dipikirin, 🥲"
Pengguna Google,5,2021-11-15 12:13:45,ok
Pengguna Google,5,2022-05-18 15:24:11,good
Pengguna Google,5,2024-03-03 14:25:34,"terimakasih tokopedia, selalu laris dan menyediakan produk berkualitas"
Pengguna Google,2,2022-01-25 05:41:55,Ee x5÷sekering tģeS
Pengguna Google,5,2021-07-13 10:22:25,baru tahu ada gratisan.... teruskan
Pengguna Google,5,2021-07-21 11:57:27,Sangat membantu Terimakasih tokopedia
Pengguna Google,5,2022-04-22 13:36:08,sangat membantu . tdk pernah mengecewakan . terimakasih tokopedia . BRAVO .👍
Pengguna Google,5,2021-09-26 02:57:20,bagus
Pengguna Google,2,2021-04-12 10:19:09,Pelatihan saya yg sudah saya beli pada tgl 10 kok belum muncul
Pengguna Google,5,2022-01-21 15:56:15,luar bisa apl yg laen lewat ajah
Pengguna Google,5,2021-05-04 17:11:01,Mantap
Pengguna Google,5,2021-04-16 05:23:46,Mantap
Pengguna Google,5,2023-11-18 06:03:04,Sering dihbohongi saya orang mis kin gk punya apa2 saya lagi sakit gk bisa kerja makan diksih tertangga sebelah
Pengguna Google,1,2021-07-03 21:58:38,Aku dapet iphon 11 pro bang boleh gak
Pengguna Google,3,2024-03-07 13:22:54,Semenjak di perbarui ke yang baru sekarang ini jadi susah untuk transaksi.
Pengguna Google,5,2022-09-07 02:28:59,ntaps
Pengguna Google,5,2021-12-26 13:59:48,MANTAP
Pengguna Google,5,2021-04-16 04:28:48,Ok
Pengguna Google,5,2022-05-18 12:43:00,Luar biasa
Pengguna Google,5,2022-10-08 11:27:43,Banyak cashbacknya. 👍
Pengguna Google,2,2021-12-12 13:17:23,Gak bisa cod
Pengguna Google,5,2023-09-05 13:34:39,super
Pengguna Google,5,2021-12-06 15:31:04,sangat memuaskan 👍
Pengguna Google,5,2021-08-10 01:46:04,Bagus karena ada bts
Pengguna Google,5,2023-10-03 10:05:41,mantap
Pengguna Google,5,2021-12-09 12:14:37,kerennnn pengguna baru dapet gratisan.. 😍
Pengguna Google,1,2022-11-02 01:10:39,percuma bebas ongkir gak bisa d gabung promo!!
Pengguna Google,3,2021-09-06 00:03:38,Baru mncoba...
Pengguna Google,2,2023-08-12 02:19:59,"Mau bayar PBB untuk cluster bali, tapi gk bisa. Terpaksa bayar dan ngantri😌"
Pengguna Google,5,2021-03-24 18:47:42,Mantap. Terimakasih
Pengguna Google,5,2021-10-07 08:54:43,Okh deh aplikasinya
Pengguna Google,5,2021-08-14 17:30:43,jossss
Pengguna Google,5,2021-08-03 11:04:55,bintang lima nih bos
Pengguna Google,5,2021-09-02 03:04:10,toko pedia ok
Pengguna Google,5,2022-02-26 14:46:56,Bagus
Pengguna Google,5,2021-09-06 07:07:58,Mntapppooo
Pengguna Google,5,2021-04-01 13:59:47,Sangat membantu sekali
Pengguna Google,5,2021-04-02 09:12:17,mudah ga ribet
Pengguna Google,5,2021-04-02 15:57:42,good aplikasi
Pengguna Google,5,2021-10-25 17:43:32,mantap dapat produk gratis
Pengguna Google,5,2021-04-28 08:12:46,Bagus
Pengguna Google,4,2022-06-10 01:07:51,Suka sih pakeknya gak ribet. Cuma sayangnya gak bisa CO sekali banyak utk beberapa toko sekaligus pas gratis ongkir
Pengguna Google,5,2021-07-26 03:38:57,"Perlu pengembangan lagi, usahakan ke pasar luar negeri juga, jangan naif cuma ngincer pasar domestik, seharusnya CEOnya lebih berpikiran luas :)"
Pengguna Google,5,2021-04-23 12:55:26,Bagus banget aplikasi'x dalam belajar
Pengguna Google,5,2021-09-20 23:33:47,terima kasih mantap
Pengguna Google,5,2021-07-26 02:17:40,Bagus lah
Pengguna Google,5,2021-08-23 23:53:54,mantap
Pengguna Google,1,2021-08-15 06:38:45,susah dapat ongkir dipersulit
Pengguna Google,1,2022-09-12 01:21:02,Apk ini terlalu bagus
Pengguna Google,4,2021-08-31 10:47:41,Bagus
Pengguna Google,5,2021-07-01 17:51:33,Lazada terimakasih
Pengguna Google,5,2022-04-28 12:31:55,sangat memuaskan
Pengguna Google,5,2023-10-21 03:36:02,mantapppppp. sangat membantu
Pengguna Google,5,2022-08-19 14:02:02,Aplikasih OL shop teraman
Pengguna Google,5,2021-06-13 07:49:30,jos
Pengguna Google,5,2021-12-23 14:23:40,mantap abiz gaes
Pengguna Google,5,2021-08-27 11:07:22,"saya mohon kepada toko pedia agar sertifikat saya cepat dikirim ke kartu prakerja saya,supaya sy dpt menulis ulusan di dasboard prakerja.terimah kasih."
Pengguna Google,2,2021-05-08 20:43:56,Dulu ini aplikasi belanja paling aman dan gak ribet sekarang sudah gak kayak dulu.. Baru² ini saya belanja pembayaran melalui M banking uang sudah ke potong dan sukses tapi status transaksi masih menunggu pembayaran artinya uang saya kemana
Pengguna Google,5,2021-05-25 12:47:50,mantap
Pengguna Google,5,2021-04-01 03:48:47,Sangat membantu
Pengguna Google,4,2021-06-02 09:05:35,Bagus mau pesen psp sup
Pengguna Google,5,2021-06-09 01:04:34,Selalu beruntung
Pengguna Google,5,2021-03-30 09:42:02,Bermanfaat bagi semua
